mean,mean5,mean95,model,round,sem
0.0578488682409505,0.05111226013745203,0.06458547634444897,Market6MUniform_Market6MPredicted_Mean,2.0,0.0034176701479010124
0.055051388956874746,0.048543179290455804,0.06155959862329369,Market6MUniform_Market6MPredicted_Median,2.0,0.0033017972177496226
0.016085005159092898,0.013491084403811726,0.01867892591437407,CrowdNormal_Crowd_Mean,3.0,0.001316302814956355
0.015924594559502174,0.013331524916041736,0.01851766420296261,CrowdNormal_Crowd_Median,3.0,0.0013158709124461516
0.01597551287874145,0.012639408592385833,0.019311617165097064,CrowdUniform_Crowd_Mean,3.0,0.001692928920121099
0.016389573251366495,0.013133203799234465,0.019645942703498523,CrowdUniform_Crowd_Median,3.0,0.0016524669335608315
0.04735885327946676,0.044999651438449785,0.04971805512048374,Market6MNormal_Market6M_Mean,3.0,0.0011971930977684197
0.05309829958995928,0.050671540888355265,0.05552505829156329,Market6MNormal_Market6M_Median,3.0,0.0012314752883786286
0.015232164257199223,0.013917531922501909,0.016546796591896538,deGrootModel,3.0,0.000667119162862454
0.026165292970617756,0.02385255959074705,0.02847802635048846,Market6MUniform_Market6M_Mean,3.0,0.0011736123595793302
0.0294080501753422,0.02679093463661467,0.03202516571406973,Market6MUniform_Market6M_Median,3.0,0.0013280731663368214
0.02709899921353168,0.024831678147736867,0.029366320279326494,conjugateCrowdMarket6MPredicted_Mean,3.0,0.001150567570439154
0.02348261434418034,0.021299071502231592,0.025666157186129086,conjugateCrowdMarket6MPredicted_Median,3.0,0.0011080537381811342
0.026448619416883905,0.024509410113142664,0.028387828720625147,Market6MNormal_Market6MPredicted_Mean,3.0,0.0009840650143637312
0.029012343577664496,0.026967678327675684,0.031057008827653308,Market6MNormal_Market6MPredicted_Median,3.0,0.0010375793550069239
0.02050993692320522,0.01872565661893473,0.02229421722747571,Market6MUniform_Market6MPredicted_Mean,3.0,0.0009054452347476752
0.025594092368171086,0.023562400694444964,0.02762578404189721,Market6MUniform_Market6MPredicted_Median,3.0,0.0010309958250668291
0.01521845848572578,0.014388671472542646,0.016048245498908913,CrowdNormal_Crowd_Mean,7.0,0.0004230750158599686
0.015115855041078083,0.014246946497833686,0.015984763584322482,CrowdNormal_Crowd_Median,7.0,0.00044302151018704104
0.015572759298352628,0.014695829082656852,0.0164496895140484,CrowdUniform_Crowd_Mean,7.0,0.0004471114382597532
0.01569956230972809,0.014814069751358494,0.01658505486809769,CrowdUniform_Crowd_Median,7.0,0.00045147703232783793
0.01770758143187341,0.016903688793840615,0.018511474069906202,Market6MNormal_Market6M_Mean,7.0,0.00040987251569623494
0.017533213305419043,0.016654283321905015,0.01841214328893307,Market6MNormal_Market6M_Median,7.0,0.00044813103942002887
0.017163532951029584,0.016386993951119606,0.01794007195093956,deGrootModel,7.0,0.0003959259960486876
0.01457160628711457,0.013752357720982723,0.015390854853246419,Market6MUniform_Market6M_Mean,7.0,0.00041770188566809136
0.015707033145408805,0.014840230623521022,0.016573835667296588,Market6MUniform_Market6M_Median,7.0,0.0004419477346221126
0.01594299290867051,0.015149170722825837,0.016736815094515183,conjugateCrowdMarket6MPredicted_Mean,7.0,0.0004047379972577475
0.016876706189236906,0.016087364759610413,0.0176660476188634,conjugateCrowdMarket6MPredicted_Median,7.0,0.0004024534399220059
0.015768543208084653,0.014963480525069657,0.016573605891099647,Market6MNormal_Market6MPredicted_Mean,7.0,0.00041046907456198934
0.01706441062421174,0.016232428838055715,0.017896392410367765,Market6MNormal_Market6MPredicted_Median,7.0,0.00042419404230357663
0.015039450767670824,0.014199512675869396,0.01587938885947225,Market6MUniform_Market6MPredicted_Mean,7.0,0.00042825064247161684
0.016486486447808625,0.015627644465788973,0.017345328429828277,Market6MUniform_Market6MPredicted_Median,7.0,0.00043788897559424655
0.010748027674482805,0.010085917235131515,0.011410138113834095,CrowdNormal_Crowd_Mean,8.0,0.0003375524959111633
0.011015916653438236,0.010328152349510046,0.011703680957366427,CrowdNormal_Crowd_Median,8.0,0.00035063116904941434
0.012071953472802242,0.011343539084410456,0.012800367861194028,CrowdUniform_Crowd_Mean,8.0,0.00037135510973086705
0.012062345573829153,0.011321582862034728,0.012803108285623577,CrowdUniform_Crowd_Median,8.0,0.00037765044527785267
0.011165808384870045,0.010503079701925733,0.011828537067814357,Market6MNormal_Market6M_Mean,8.0,0.0003378676845194414
0.012070240047879734,0.011381163129318044,0.012759316966441425,Market6MNormal_Market6M_Median,8.0,0.0003513003570267884
0.011735820622488728,0.011055390467639896,0.01241625077733756,deGrootModel,8.0,0.0003468921246544232
0.011574382059989027,0.01092622637589277,0.012222537744085283,Market6MUniform_Market6M_Mean,8.0,0.0003304381805549803
0.013397533409485391,0.012741486337435931,0.014053580481534851,Market6MUniform_Market6M_Median,8.0,0.0003344613125605972
0.01133773820393273,0.010699931744535757,0.011975544663329703,conjugateCrowdMarket6MPredicted_Mean,8.0,0.00032516201147446953
0.011732476939798014,0.011098526920849729,0.0123664269587463,conjugateCrowdMarket6MPredicted_Median,8.0,0.00032319594807866703
0.010913771145066491,0.010247167502042645,0.011580374788090337,Market6MNormal_Market6MPredicted_Mean,8.0,0.0003398431894634269
0.012353701533161081,0.011667725498265169,0.013039677568056993,Market6MNormal_Market6MPredicted_Median,8.0,0.00034971948628573907
0.012178225743078253,0.011518896960048309,0.012837554526108196,Market6MUniform_Market6MPredicted_Mean,8.0,0.0003361343714137491
0.014738044562042692,0.014071122948079478,0.015404966176005907,Market6MUniform_Market6MPredicted_Median,8.0,0.0003400052951754527
0.023109017328532086,0.022051377847809847,0.024166656809254325,CrowdNormal_Crowd_Mean,9.0,0.0005392386026032507
0.02282214525901499,0.021746086173394488,0.02389820434463549,CrowdNormal_Crowd_Median,9.0,0.0005486298575505984
0.023429482504214928,0.02232421157804789,0.024534753430381966,CrowdUniform_Crowd_Mean,9.0,0.0005635235452039995
0.0233008388750137,0.02222329114271485,0.024378386607312553,CrowdUniform_Crowd_Median,9.0,0.0005493888456266255
0.023847299268383165,0.022788738535066973,0.024905860001699358,Market6MNormal_Market6M_Mean,9.0,0.0005397083042080631
0.023748542052422623,0.022666590834584437,0.02483049327026081,Market6MNormal_Market6M_Median,9.0,0.00055163396736432
0.02510287325443237,0.02411662626945827,0.026089120239406467,deGrootModel,9.0,0.0005028390634925341
0.022496522349444624,0.021459215348831735,0.023533829350057513,Market6MUniform_Market6M_Mean,9.0,0.0005288720662158829
0.022857273115881177,0.02181181358430528,0.023902732647457074,Market6MUniform_Market6M_Median,9.0,0.0005330286427093867
0.024132903211350074,0.02305024545989592,0.025215560962804227,conjugateCrowdMarket6MPredicted_Mean,9.0,0.0005519941942721756
0.024045672286511676,0.022955483614448373,0.02513586095857498,conjugateCrowdMarket6MPredicted_Median,9.0,0.0005558338420724082
0.023669572720257086,0.022594897192459572,0.0247442482480546,Market6MNormal_Market6MPredicted_Mean,9.0,0.0005479244491381024
0.023839931170686918,0.02273398000095848,0.024945882340415355,Market6MNormal_Market6MPredicted_Median,9.0,0.0005638703680998586
0.023098859128534176,0.022038810633291012,0.02415890762377734,Market6MUniform_Market6MPredicted_Mean,9.0,0.0005404668411926679
0.023780360981666634,0.022700751790684044,0.024859970172649223,Market6MUniform_Market6MPredicted_Median,9.0,0.0005504398825065873
0.0231960210933055,0.020969313760951905,0.025422728425659093,CrowdNormal_Crowd_Mean,12.0,0.001133849243182246
0.02356962709752482,0.021326146956468808,0.025813107238580834,CrowdNormal_Crowd_Median,12.0,0.0011423900317164895
0.023940447236736308,0.021683124582372187,0.02619776989110043,CrowdUniform_Crowd_Mean,12.0,0.0011494387008478516
0.02364212148041221,0.021389367272478588,0.02589487568834583,CrowdUniform_Crowd_Median,12.0,0.0011471124276764837
0.031718138577713766,0.029350912040021455,0.03408536511540608,Market6MNormal_Market6M_Mean,12.0,0.0012054022453711196
0.03128198666161488,0.028909740580697077,0.03365423274253268,Market6MNormal_Market6M_Median,12.0,0.0012079582190299156
0.02278957020425646,0.020665900016115485,0.024913240392397437,deGrootModel,12.0,0.0010813822726524233
0.027587570782746384,0.024797492117813104,0.030377649447679664,Market6MUniform_Market6M_Mean,12.0,0.001420720422791142
0.02755766236038574,0.024804295258924497,0.03031102946184698,Market6MUniform_Market6M_Median,12.0,0.0014020267319526563
0.027247439804909776,0.024973965083300735,0.029520914526518817,conjugateCrowdMarket6MPredicted_Mean,12.0,0.0011576634050805908
0.027556338901709495,0.025277343391574673,0.029835334411844317,conjugateCrowdMarket6MPredicted_Median,12.0,0.0011604746150679895
0.027593310007860358,0.0252758432104877,0.029910776805233016,Market6MNormal_Market6MPredicted_Mean,12.0,0.001180064365047733
0.027150052668300877,0.024833673776464872,0.029466431560136883,Market6MNormal_Market6MPredicted_Median,12.0,0.0011795103987264901
0.024357741455493236,0.02185473150485233,0.026860751406134142,Market6MUniform_Market6MPredicted_Mean,12.0,0.0012745437610842485
0.024143996359990687,0.02167255536257455,0.026615437357406825,Market6MUniform_Market6MPredicted_Median,12.0,0.0012584687101775249
0.015318123507044572,0.013352782523668873,0.017283464490420272,conjugateCrowdMean,1.0,0.0009996074534272157
0.03979929422621887,0.034930830228196146,0.04466775822424159,conjugateCrowdMean,2.0,0.002469908270830266
0.010890173121978172,0.009491707650683006,0.012288638593273338,conjugateCrowdMean,3.0,0.0007096608609716589
0.009215313652356477,0.00878679276806357,0.009643834536649385,conjugateCrowdMean,7.0,0.0002184855595932755
0.00704817056535999,0.006621513224533299,0.007474827906186681,conjugateCrowdMean,8.0,0.0002175154501958522
0.0151288437050272,0.014383027661791352,0.015874659748263045,conjugateCrowdMean,9.0,0.0003802550947501962
0.012332047276418328,0.011011197973953224,0.013652896578883432,conjugateCrowdMean,12.0,0.000672582319282557
0.020383387995776187,0.0185933194813691,0.022173456510183272,conjugateMarket6MMean,1.0,0.0009104607517384913
0.10745712603649986,0.10206166005996715,0.11285259201303256,conjugateMarket6MMean,2.0,0.002737271148730644
0.04022775076641368,0.03847879146368936,0.041976710069138,conjugateMarket6MMean,3.0,0.0008875213511179842
0.012674385870889284,0.012237984583512199,0.01311078715826637,conjugateMarket6MMean,7.0,0.00022250346009889074
0.00837101979585591,0.00796648853789071,0.008775551053821109,conjugateMarket6MMean,8.0,0.00020623528596531778
0.015375285861522535,0.014608719080116817,0.016141852642928254,conjugateMarket6MMean,9.0,0.00039083488045001347
0.020587668590610238,0.019216009986929725,0.02195932719429075,conjugateMarket6MMean,12.0,0.0006984546406660848
0.015407610161950712,0.01343364066588741,0.017381579658014013,conjugateCrowdMedian,1.0,0.0010039960687705457
0.03913229119341883,0.034261735947850536,0.04400284643898712,conjugateCrowdMedian,2.0,0.002470969219337078
0.010886848425420786,0.009482535989049398,0.012291160861792175,conjugateCrowdMedian,3.0,0.0007126279433596287
0.008820672457389935,0.00837877729747438,0.009262567617305489,conjugateCrowdMedian,7.0,0.00022530456468888561
0.007089813373286732,0.006648063157268441,0.007531563589305022,conjugateCrowdMedian,8.0,0.0002252099938680399
0.014631376571727616,0.013876174255942193,0.01538657888751304,conjugateCrowdMedian,9.0,0.00038504069569034925
0.012566132226204342,0.011244420759596158,0.013887843692812527,conjugateCrowdMedian,12.0,0.0006730213370856273
0.01641539895734475,0.014571484584676313,0.018259313330013186,conjugateMarket6MMedian,1.0,0.000937847714972618
0.11818977418821605,0.11279594888430057,0.12358359949213153,conjugateMarket6MMedian,2.0,0.0027364387895165935
0.036365934266505404,0.034626179114077164,0.03810568941893364,conjugateMarket6MMedian,3.0,0.0008828506421461127
0.014263468755802415,0.013820709292292377,0.014706228219312454,conjugateMarket6MMedian,7.0,0.0002257452383209559
0.007801658271704805,0.007392685133572009,0.0082106314098376,conjugateMarket6MMedian,8.0,0.00020849981412859476
0.015164527527208463,0.014382687601788067,0.015946367452628857,conjugateMarket6MMedian,9.0,0.00039862190900364584
0.01844607235503767,0.01708651454188733,0.01980563016818801,conjugateMarket6MMedian,12.0,0.0006922928644931738
