,mit_user_id,target_price,created_on,,closed_price,round_id,is_influenced,mit_course_id,accuracy,is_revised,is_suggested,is_noop,confidence,gs_user_name,,CrowdMean,CrowdMedian,Market6MMean,Market6MMedian,median,mode_11,mode_21,mode_22,post_social,unimodal,pre,Market6MNormal_Market6M_Mean,Market6MNormal_Market6M_Mode,CrowdNormal_Crowd_Mean,CrowdNormal_Crowd_Mode,Market6MUniform_Market6M_Mean,Market6MUniform_Market6M_Mode,CrowdUniform_Crowd_Mean,CrowdUniform_Crowd_Mode,deGrootModel,conjugateCrowdMarket6MPredicted_Mean,conjugateCrowdMarket6MPredicted_Median,Market6MNormal_Market6MPredicted_Mode,Market6MNormal_Market6MPredicted_Mean,Market6MUniform_Market6MPredicted_Mode,Market6MUniform_Market6MPredicted_Mean
0,317,48,6/27/16,02:01.9,45.95,2,FALSE,1,0.224146342,FALSE,FALSE,FALSE,1,6/12/16,48:49.6,48,48,39.32286713,38.23,,48,48,48,FALSE,FALSE,46.9,,,,,,,,,,,,,,,
1,667,51,6/27/16,06:43.8,45.95,2,FALSE,1,0.090990099,FALSE,FALSE,FALSE,1,6/14/16,06:32.3,49.5,49.5,39.32286713,38.23,,49.5,49.5,49.5,FALSE,FALSE,46.97,43.94183861,44.75,,,46.33103448,47.6,,,47.485,43.73296096,43.17022654,45.25079016,44.55148528,47.57820905,46.88900221
2,10,44,6/27/16,07:53.3,46.94,2,FALSE,1,0.235641026,FALSE,FALSE,FALSE,1,6/6/16,50:33.9,47.66666667,48,39.32286713,38.23,,47.66666667,47.66666667,47.66666667,FALSE,FALSE,45,42.74776604,43.64,48.00741787,48,45.0284507,45.96,,,48,42.74796096,42.18522654,42.94396791,43.24104105,45.25079016,45.19390424
3,10,46,6/27/16,08:10.7,47.13,2,FALSE,1,9.19,FALSE,FALSE,FALSE,1,6/6/16,50:33.9,47.25,47,39.32286713,38.23,,47.25,45,45,FALSE,FALSE,44,42.1001483,41.7,45.3070573,44,44.04817073,44.15,47.66666667,48,46.75,42.24796096,41.68522654,42.13040113,42.54862399,44.74617279,44.47575901
4,552,47,6/27/16,09:55.1,48.99,2,FALSE,1,0.437619048,FALSE,FALSE,FALSE,1,6/14/16,38:21.7,47.2,47,39.32286713,38.23,,47.2,46.25,46.25,FALSE,FALSE,46,43.36983924,44.15,46.29244835,46,45.53075758,46.2,47.25,46,47,43.24796096,42.68522654,44.74617279,43.91821422,46.558676,46.27447115
5,532,47.5,6/27/16,28:25.6,46.28,2,FALSE,1,0.296451613,FALSE,FALSE,FALSE,1,6/14/16,11:56.2,47.25,47.25,39.32286713,38.23,,47.25,46.5,46.5,FALSE,FALSE,48,44.50951136,46.04,47.41908745,47,46.74666667,47.72,48,47,47.33333333,44.24796096,43.68522654,46.033462,45.18993832,48.04163316,47.60596213
6,58,43.36,6/27/16,37:02.9,48.61,2,FALSE,1,0.177413127,FALSE,FALSE,FALSE,1,6/9/16,17:28.6,46.69428571,47,39.32286713,38.23,,46.69428571,43.68,43.68,FALSE,FALSE,48,44.50951136,46.04,47.44752014,47.5,46.74666667,47.72,47.9,47.5,47.35714286,44.24796096,43.68522654,46.033462,45.18993832,48.04163316,47.60596213
7,633,46.5,6/27/16,38:10.9,48.34,2,FALSE,1,0.835454546,FALSE,FALSE,FALSE,1,6/14/16,01:48.2,46.67,46.75,39.32286713,38.23,,46.67,47.66666667,47.66666667,FALSE,FALSE,52,46.2789838,48.02,49.64333411,51,48.43916667,48.49,51,51,47.3575,46.24796096,45.68522654,49.34951899,47.23765292,49.59667852,49.32279242
8,578,46.09,6/27/16,47:14.4,47.41,2,FALSE,1,3.282142857,FALSE,FALSE,FALSE,1,6/14/16,25:21.0,46.60555556,46.5,39.32286713,38.23,,46.60555556,45.49166667,45.49166667,FALSE,FALSE,52.2,46.34947224,48.02,49.86166735,51,48.43916667,48.49,51,51,47.28444444,46.34796096,45.78522654,49.34951899,47.32069798,49.74085491,49.4168348
9,467,45.11,6/27/16,52:59.6,48.2,2,FALSE,1,0.54702381,FALSE,FALSE,FALSE,1,6/14/16,12:03.2,46.456,46.295,39.32286713,38.23,,46.456,45.95111111,45.95111111,FALSE,FALSE,48,44.50951136,46.04,47.08751721,47,46.74666667,47.72,47.44142857,47,46.745,44.24796096,43.68522654,46.033462,45.18993832,48.04163316,47.60596213
